"doi","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","test_name_correct","ES_correct","ES_name_correct","p_vals_correct","Ns_correct","Cis.correct","fully_correct","added_info","added_undectably_wrong_info","missing","double.reported","format_error","problem_reason","done"
"10.1145/3544548.3581027",8,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",9,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",10,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",11,"Wilcoxon signed-rank test",12,"<.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",12,"Wilcoxon signed-rank test",12,"<.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",13,"Wilcoxon signed-rank test",12,"<.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",14,"Wilcoxon signed-rank test",12,"<.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",15,"Wilcoxon signed-rank test",12,">.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",16,"Wilcoxon signed-rank test",12,">.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",17,"Wilcoxon signed-rank test",12,">.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",18,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",19,"Wilcoxon signed-rank test",12,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",20,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",21,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",22,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",23,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",24,"Wilcoxon signed-rank test",12,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",25,"Mauchly's test of sphericity",16,"0.66","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",26,"Mauchly's test of sphericity",16,"0.55","",1,"","",,,"",,,,"",,,,"",,"1",,,"reported as sentence with few numbers","done"
"10.1145/3544548.3581027",27," repeated-measures ANOVA",16,"","",1,"","",,,"","1",,,"","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",27," repeated-measures ANOVA",16,"<0.05","main effect of avatar",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",27," repeated-measures ANOVA",16,"<0.001","main effect of control method",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",27," repeated-measures ANOVA",16,"<0.001","interaction effect beween avatars and control methods",1,"","",,,"","1",,,"1","1",,,"1",,,,,"","done"
"10.1145/3544548.3581027",28,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",29,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",30,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",31,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",32,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",33,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",34,"post-hoc t-test for pairwise comparisons",16,"<0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",35,"post-hoc t-test for pairwise comparisons",16,"0.25","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",36,"Mauchly's test of sphericity",16,"1","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",37,"Mauchly's test of sphericity",16,"161","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",38,"repeated-measures ANOVA",16,"","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",38,"repeated-measures ANOVA",16,"<0.001","main effect of avatar",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",38,"repeated-measures ANOVA",16,"<0.001","main effect of control methods",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",38,"repeated-measures ANOVA",16,"<0.001","interaction effect between avatars and control methods",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",39,"post-hoc t-test for pairwise comparisons",16,"0.19","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",40,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",41,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",42,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",43,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",44,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",45,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",46,"post-hoc t-test for pairwise comparisons",16,">0.05","",1,"","",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581027",47,"Wilcoxon signed-rank test",16,"0.28","",1,"","",,,"","1",,,"",,,,"",,,"1",,"","done"
"10.1145/3544548.3581027",48,"Wilcoxon signed-rank test",16,"<0.01","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",49,"Wilcoxon signed-rank test",16,"<0.01","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",50,"Wilcoxon signed-rank test",16,"<0.05","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",51,"Wilcoxon signed-rank test",16,"<0.01","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",52,"Wilcoxon signed-rank test",12,"0.06","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",53,"Wilcoxon signed-rank test",12,"16","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",54,"Wilcoxon signed-rank test",12,"12","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",55,"Wilcoxon signed-rank test",12,"11","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581027",56,"Wilcoxon signed-rank test",12,"31","",1,"","",,,"","1",,,"",,,,"",,,,,"","done"
"10.1145/3544548.3581087",1,"repeated-measures",12,"","",1,"Cohen's d","0.45",,,"","1","1",,"","1",,"1","",,,,,"","done"
"10.1145/3544548.3581087",2,"repeated-measures",12,"","",1,"Cohen's d","0.20",,,"","1","1",,"","1",,"1","",,,,,"","done"
"10.1145/3544548.3581087",3,"repeated-measures",6,"","",1,"Cohen's d","0.86",,,"","1","1",,"","0",,,"",,,,,"","done"
"10.1145/3544548.3581087",4,"repeated-measures",6,"","",1,"Cohen's d","0.01",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581087",5,"repeated-measures",6,"","",1,"Cohen's d","0.78",,,"","1","1",,"","0",,,"",,,,,"","done"
"10.1145/3544548.3581087",6,"repeated-measures",6,"","",1,"Cohen's d","0.41",,,"",,,,"",,,,"",,"1",,,"","done"
"10.1145/3544548.3581087",7,"repeated-measures",12,"","",1,"Cohen's d","0.1",,,"","1","1",,"","1",,"1","",,,,,"","done"
"10.1145/3544548.3581087",8,"repeated-measures",12,"","",1,"Cohen's d","0.08",,,"","1","1",,"","1",,"1","",,,,,"","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"","",1,"R^2",".15",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".12",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".27",,,"","0.5","1","1","","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient","-.03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient",".09",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"<.05","Age",1,"standardized beta coefficient",".14",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".33",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"<.001","Interactivity",1,"standardized beta coefficient","-.40",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient","-.03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",1,"hierarchical linear regression analysis",211,"<.05","Navigability",1,"standardized beta coefficient",".23",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"","",1,"R^2",".10",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".13",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".22",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,">.05","Year of membership",1," standardized beta coefficient","-.03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,">.05","Gender",1," standardized beta coefficient",".03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,">.05","Age",1," standardized beta coefficient",".05",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"<.001","Power Use",1," standardized beta coefficient",".30",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"<.001","Interactivity",1," standardized beta coefficient","-.40",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,">.05","Customization",1," standardized beta coefficient","-.14",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",2,"hierarchical linear regression analysis",211,"<.001","Navigability",1," standardized beta coefficient",".33",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,"","",1,"R^2",".16",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".16",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".32",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".04",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient",".03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,">.05","Age",1,"standardized beta coefficient","-.09",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".38",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,"<.001","Interactivity",1,"standardized beta coefficient",".32",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient",".16",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",3,"hierarchical linear regression analysis",211,">.05","Navigability",1,"standardized beta coefficient","-.04",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"","",1,"R^2",".21",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".12",,,"","0.5","1","1","","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".33",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".02",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient",".08",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,">.05","Age",1,"standardized beta coefficient",".08",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".43",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"<.05","Interactivity",1,"standardized beta coefficient",".19",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient","-.06",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",4,"hierarchical linear regression analysis",211,"<.01","Navigability",1,"standardized beta coefficient",".29",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,"","",1,"R^2",".23",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".08",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".30",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".06",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient",".09",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,">.05","Age",1,"standardized beta coefficient",".10",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".44",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,">.05","Interactivity",1,"standardized beta coefficient",".08",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient",".02",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",5,"hierarchical linear regression analysis",211,"<.01","Navigability",1,"standardized beta coefficient",".24",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"","",1,"R^2",".04",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".41",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".46",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".04",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient","-.07",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"<.05","Age",1,"standardized beta coefficient","-.15",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"<.05","Power Use",1,"standardized beta coefficient",".15",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"<.001","Interactivity",1,"standardized beta coefficient",".61",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"<.05","Customization",1,"standardized beta coefficient",".20",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",6,"hierarchical linear regression analysis",211,"<.05","Navigability",1,"standardized beta coefficient","-.17",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,"","",1,"R^2",".05",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".35",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".40",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".06",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient","-.11",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,"<.01","Age",1,"standardized beta coefficient","-.19",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,">.05","Power Use",1,"standardized beta coefficient","-.06",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,"<.001","Interactivity",1,"standardized beta coefficient",".63",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient",".05",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",7,"hierarchical linear regression analysis",211,">.05","Navigability",1,"standardized beta coefficient","-.12",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"","",1,"R^2",".23",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".10",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".33",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,">.05","Gender",1,"standardized beta coefficient","-.04",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"<.05","Age",1,"standardized beta coefficient",".14",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".46",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,"<.01","Interactivity",1,"standardized beta coefficient",".20",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient",".12",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",8,"hierarchical linear regression analysis",211,">.05","Navigability",1,"standardized beta coefficient",".07",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"","",1,"R^2",".13",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"","",2,"Incremental R^2",".20",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"","",3,"Total R^2",".33",,,"","0.5","1","1","","1",,"1","",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,">.05","Year of membership",1,"standardized beta coefficient",".10",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"<.05","Gender",1,"standardized beta coefficient","-.15",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,">.05","Age",1,"standardized beta coefficient","-.02",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"<.001","Power Use",1,"standardized beta coefficient",".35",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,"<.001","Interactivity",1,"standardized beta coefficient",".45",,,"","0.5","1","1","< missing","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,">.05","Customization",1,"standardized beta coefficient",".03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
"10.1145/3544548.3581200",9,"hierarchical linear regression analysis",211,">.05","Navigability",1,"standardized beta coefficient","-.03",,,"","0.5","1","1","unknown","1",,,"",,,,,"different division of regressions (can also be interpreted differently)","done"
