"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3491102.3517451","within",0.296,0.31,0.0482700735445887,0.044478,5,32,32,32,32,"not relevant","all","all","all"
"10.1145/3491102.3517453","between",0.3492,0.324,0.263792645841388,0.266868,4,215,215,215,215,"not relevant","all","all","all"
"10.1145/3491102.3517457","within",0.33166247903554,0.33166247903554,0,0,2,13,13,13,13,"not relevant","all","all","all"
"10.1145/3491102.3517466","within",0.774576064442889,0.806225774829855,0.205269368655519,0.203371708875968,26,18,207,18,18,"not relevant","all","all","all"
"10.1145/3491102.3517468","between",0.549998309528708,0.549998309528708,0.00192847896694228,0.0020217334866955,2,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517472","within",0.473098241745702,0.458146826321329,0.147987455585564,0.188695955769532,6,18,18,12,18,"not relevant","all","all","all"
"10.1145/3491102.3517477","between",0.860232526704263,0.860232526704263,NA,0,1,90,90,90,90,"not relevant","all","all","all"
"10.1145/3491102.3517477","within",0.938083151964686,0.938083151964686,NA,0,1,90,90,90,90,"not relevant","all","all","all"
"10.1145/3491102.3517480","between",0.565685424949238,0.565685424949238,NA,0,1,52,52,52,52,"not relevant","all","all","all"
"10.1145/3491102.3517481","between",0.148727130181984,0.132690768994104,0.0393600875511693,0.0112641470328618,4,352.5,4233,4233,4233,"not relevant","all","all","all"
"10.1145/3491102.3517494","within",0.470381214242907,0.387065173421805,0.23568229633001,0.312802522345645,10,15.5,16,6,15.5,"not relevant","all","all","all"
"10.1145/3491102.3517495","within",0.725657962908799,0.721265105267416,0.0212947955090129,0.0212944815182727,3,204,204,204,204,"not relevant","all","all","all"
"10.1145/3491102.3517499","between",0.626087051120394,0.608276253029822,0.158776390334299,0.197695214954788,25,12,24,12,12,"not relevant","all","all","all"
"10.1145/3491102.3517499","within",0.777010514097198,0.790259207625228,0.0845469335925031,0.0768470230798404,8,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517508","within",0.599622200765828,0.61,0.0500136612915996,0.044478,19,12,12,12,12,"not relevant","all","all","all"
"10.1145/3491102.3517530","between",0.384939836723829,0.331320868426701,0.187094904440037,0.187283319529427,14,35,35,35,35,"not relevant","all","all","all"
"10.1145/3491102.3517540","between",0.360233045156667,0.403225080978979,0.211845660358161,0.233015696625721,6,352.5,6292,6292,6292,"not relevant","all","all","all"
"10.1145/3491102.3517548","within",0.290405715814013,0.270185121722126,0.153650925562813,0.0911463299528676,7,56,56,56,56,"not relevant","all","all","all"
"10.1145/3491102.3517551","within",0.63348761800682,0.619677335393187,0.0652018269149933,0.0748229028401245,12,70,125,60,70,"not relevant","all","all","all"
"10.1145/3491102.3517560","between",0.231461058398799,0.158113883008419,0.215039311468129,0.11037642741434,15,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517563","within",0.341884809619694,0.339036320274658,0.0416861168923943,0.0429494191332702,6,40,40,40,40,"not relevant","all","all","all"
"10.1145/3491102.3517565","within",0.419710426098994,0.39496835316263,0.170452186198217,0.148275906945243,5,37,37,37,37,"not relevant","all","all","all"
"10.1145/3491102.3517570","between",0.339352,0.34,0.181645623050305,0.170499,10,40,40,40,40,"not relevant","all","all","all"
"10.1145/3491102.3517581","between",0.279437252019229,0.278150253466263,0.207206950149724,0.264125565789082,4,317,317,317,317,"not relevant","all","all","all"
"10.1145/3491102.3517587","within",0.0971661076840547,0.0821896208040639,0.101974760938751,0.0298286688468414,8,352.5,6690,2845,2845,"not relevant","all","all","all"
"10.1145/3491102.3517593","between",0.4,0.4,NA,0,1,42,42,42,42,"not relevant","all","all","all"
"10.1145/3491102.3517593","within",0.313777512949977,0.346410161513775,0.102096695235727,0.0977039345937514,4,34,42,34,34,"not relevant","all","all","all"
"10.1145/3491102.3517595","between",0.92538096353346,0.924661468002077,0.0202778568308118,0.0304003905444009,10,220,220,220,220,"not relevant","all","all","all"
"10.1145/3491102.3517601","between",0.035,0.035,0.00707106781186548,0.007413,2,44,44,44,44,"not relevant","all","all","all"
"10.1145/3491102.3517603","within",0.402910131736682,0.397989366838955,0.145445751215028,0.105188622925932,5,20,20,20,20,"not relevant","all","all","all"
"10.1145/3491102.3517606","within",0.426652891260135,0.430076981532998,0.109373856261738,0.118348500264444,8,100,100,100,100,"not relevant","all","all","all"
"10.1145/3491102.3517613","between",0.199962991869864,0.179880482204336,0.146697184408483,0.140466973603834,46,352.5,11953,1002,1002,"not relevant","all","all","all"
"10.1145/3491102.3517625","between",0.374963397105362,0.374963397105362,NA,0,1,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517625","within",0.456217711209284,0.433589667773576,0.0655598960374722,0.0424328024441039,3,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517629","within",0.667797538997079,0.651003259848253,0.181899706400325,0.184513599712924,22,25,25,25,25,"not relevant","all","all","all"
"10.1145/3491102.3517631","between",0.842614977317636,0.842614977317636,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3491102.3517641","between",0.363833054936685,0.383405790253616,0.0936259266601046,0.0926175172280617,19,46,46,46,46,"not relevant","all","all","all"
"10.1145/3491102.3517647","between",0.244586270871985,0.2448,0.0571587058716341,0.06404832,7,195,279,195,195,"not relevant","all","all","all"
"10.1145/3491102.3517655","within",0.215,0.2195,0.170828048698749,0.2142357,10,20,20,20,20,"not relevant","all","all","all"
"10.1145/3491102.3517659","between",0.46006186771375,0.479583152331272,0.0899425734855795,0.0820160733740379,47,48,48,48,48,"not relevant","all","all","all"
"10.1145/3491102.3517660","between",0.895323006331778,0.974679434480896,0.164643434032549,0.00758566749875914,10,30,30,30,30,"not relevant","all","all","all"
"10.1145/3491102.3517661","between",0.111335733345856,0.104880884817015,0.0537663192172049,0.0644087177096538,45,352.5,930,576,807,"not relevant","all","all","all"
"10.1145/3491102.3517661","within",0.575922040450647,0.650380412362007,0.198435289169533,0.104259719639476,6,352.5,788.044444444444,788.044444444444,788.044444444444,"not relevant","all","all","all"
"10.1145/3491102.3517670","between",0.520564004551744,0.54,0.165864649936662,0.130247644545644,4,41,62,20,41,"not relevant","all","all","all"
"10.1145/3491102.3517671","between",0.15,0.15,NA,0,1,48,48,48,48,"not relevant","all","all","all"
"10.1145/3491102.3517671","within",0.355662792899725,0.355662792899725,0.0131083762964065,0.0137422516755111,2,48,48,48,48,"not relevant","all","all","all"
"10.1145/3491102.3517677","within",0.741619848709566,0.741619848709566,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3491102.3517681","between",0.385344887876141,0.39142079087988,0.112743872850234,0.120242299116881,6,24,24,24,24,"not relevant","all","all","all"
"10.1145/3491102.3517691","between",0.487901624319419,0.509901951359279,0.288998279134407,0.49328033228586,15,21,21,21,21,"not relevant","all","all","all"
"10.1145/3491102.3517692","within",0.334286387013182,0.29053539410712,0.0939241579438931,0.0703696502257344,5,36,36,36,36,"not relevant","all","all","all"
"10.1145/3491102.3517701","between",0.694833333333333,0.6855,0.0570172488521383,0.0185324999999999,6,36,36,36,36,"not relevant","all","all","all"
"10.1145/3491102.3517720","between",0.232137234677226,0.14142135623731,0.17197389437212,0.0690195169884666,5,352.5,987,742,987,"not relevant","all","all","all"
"10.1145/3491102.3517720","within",0.231622776601684,0.3,0.118432825006371,0,3,352.5,987,987,987,"not relevant","all","all","all"
"10.1145/3491102.3517722","within",0.310914118003343,0.310914118003343,0.00409255615162322,0.00429045789959398,2,30,30,30,30,"not relevant","all","all","all"
"10.1145/3491102.3517723","within",0.52759352290882,0.53,0.133675704535101,0.119940916532168,10,40,40,40,40,"not relevant","all","all","all"
"10.1145/3491102.3517724","between",0.333324002068963,0.259918108153627,0.140190124909672,0.022000237545822,3,12,12,12,12,"not relevant","all","all","all"
"10.1145/3491102.3517724","within",0.579549215078366,0.566369812116777,0.233553524405991,0.0808682372728454,6,12,12,12,12,"not relevant","all","all","all"
"10.1145/3491102.3517727","between",0.424171106521307,0.296647939483827,0.224302448371696,0.14504899574113,10,82,82,78,82,"not relevant","all","all","all"
"10.1145/3491102.3517727","within",0.502745626031278,0.502745626031278,0.435308707715382,0.456358719241699,2,78,78,78,78,"not relevant","all","all","all"
"10.1145/3491102.3517732","between",0.0716932400846337,0.0669781156610112,0.0264051797119336,0.0409780561655881,8,352.5,428,428,428,"not relevant","all","all","all"
"10.1145/3491102.3517732","within",0.429135362767532,0.319574991741487,0.358376929057773,0.255318936501242,9,352.5,428,428,428,"not relevant","all","all","all"
"10.1145/3491102.3517734","between",1.15744104029612,1.15744104029612,NA,0,1,352.5,480,480,480,"not relevant","all","all","all"
"10.1145/3491102.3517738","within",0.4079375,0.4225,0.269842786019317,0.3350676,16,13,13,13,13,"not relevant","all","all","all"
"10.1145/3491102.3517740","between",0.383941418372631,0.447086390030211,0.200740055036386,0.146856982478384,10,119,119,119,119,"not relevant","all","all","all"
"10.1145/3491102.3517791","between",0.509611911208687,0.577927331071996,0.253490804898726,0.142133733780606,19,160,357,160,160,"not relevant","all","all","all"
"10.1145/3544548.3580637","between",0.677590425513667,0.677590425513667,0.0417424305044164,0.0437609489206134,2,352.5,399,399,399,"not relevant","all","all","all"
"10.1145/3544548.3580641","within",0.786459802601847,0.771865523617697,0.0772957859262226,0.067683623589366,4,30,30,30,30,"not relevant","all","all","all"
"10.1145/3544548.3580654","between",0.0857142857142857,0.09,0.0562308168347639,0.059304,7,312,312,312,312,"not relevant","all","all","all"
"10.1145/3544548.3580654","within",0.17562688663967,0.157501208470994,0.156011753191426,0.0878172912051365,8,312,312,312,312,"not relevant","all","all","all"
"10.1145/3544548.3580664","within",0.72,0.72,NA,0,1,36,36,36,36,"not relevant","all","all","all"
"10.1145/3544548.3580665","between",0.868365261396293,0.948551490704089,0.190784779912634,0.0538692175764082,14,33,33,33,33,"not relevant","all","all","all"
"10.1145/3544548.3580668","between",0.324501760056672,0.376929967747418,0.196422741410229,0.192768759576416,34,32,32,32,32,"not relevant","all","all","all"
"10.1145/3544548.3580670","within",0.671208736091924,0.774157936877443,0.268505735954527,0.179983490766164,26,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3580677","within",0.844546937516284,0.894427190999916,0.170629766937229,0.0843416870028744,11,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580682","between",0.45,0.45,0.0565685424949238,0.059304,2,52,52,52,52,"not relevant","all","all","all"
"10.1145/3544548.3580683","between",0.501314935513224,0.514566033091185,0.264843197670608,0.310633339614721,12,25,25,23,25,"not relevant","all","all","all"
"10.1145/3544548.3580685","within",0.702175391638216,0.728010988928052,0.0911027050670017,0.0564625326093285,18,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580688","within",0.110676478711772,0.110676478711772,0.0221935991316092,0.0232668042140039,2,155,155,155,155,"not relevant","all","all","all"
"10.1145/3544548.3580700","between",0.244615602156427,0.266273432128905,0.142866628024078,0.173267770309003,5,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580706","within",0.331045632409271,0.331045632409271,NA,0,1,50,50,50,50,"not relevant","all","all","all"
"10.1145/3544548.3580707","within",0.364525912354008,0.268898213836851,0.269799929867752,0.172760092764831,28,48,48,48,48,"not relevant","all","all","all"
"10.1145/3544548.3580725","between",0.2105366568,0.19512,0.0716437569387837,0.070453152,6,352.5,1359,1359,1359,"not relevant","all","all","all"
"10.1145/3544548.3580736","within",0.636074238525232,0.636789085160289,0.212504212769595,0.151738529944191,22,13,13,13,13,"not relevant","all","all","all"
"10.1145/3544548.3580739","between",0.308020243796143,0.308020243796143,0,0,3,244,495,239,244,"not relevant","all","all","all"
"10.1145/3544548.3580740","between",0.849565669122005,0.897213595499958,0.152901811685278,0.119542497551163,24,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580740","within",0.899320515607212,0.871779788708135,0.0652141005140692,0.0699174346305323,11,18,18,12,18,"not relevant","all","all","all"
"10.1145/3544548.3580746","within",0.958752036186269,0.970618359603815,0.0517673343157703,0.0217548945338549,15,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3580751","within",0.427785432512482,0.331045632409271,0.267017944286878,0.0950284498556679,9,34,34,34,34,"not relevant","all","all","all"
"10.1145/3544548.3580752","within",0.372549118724409,0.408816471213152,0.23295882503296,0.308630669705862,9,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3580755","within",0.723446031186974,0.790563090360279,0.179353802895528,0.0496667939398931,4,37,37,37,37,"not relevant","all","all","all"
"10.1145/3544548.3580761","between",0.193349556782486,0.173648391282204,0.125125153922333,0.139964415035632,3,352.5,604,604,604,"not relevant","all","all","all"
"10.1145/3544548.3580763","between",0.339050092897554,0.324037034920393,0.165229125215352,0.214983732578447,9,19,19,19,19,"not relevant","all","all","all"
"10.1145/3544548.3580769","between",0.18167086027524,0.173205080756888,0.0836366189577909,0.103738111405088,8,15,15,15,15,"not relevant","all","all","all"
"10.1145/3544548.3580773","between",0.292847666970667,0.282842712474619,0.09405450573249,0.0942450999454527,41,110,110,110,110,"not relevant","all","all","all"
"10.1145/3544548.3580808","between",0.381255413582508,0.295519861486512,0.210353545330888,0.069385034446136,12,80,120,80,80,"not relevant","all","all","all"
"10.1145/3544548.3580824","between",0.206666666666667,0.225,0.0647044563122716,0.051891,6,55,55,55,55,"not relevant","all","all","all"
"10.1145/3544548.3580824","within",0.337639416809328,0.381567148211474,0.0704065142598078,0.00849705697038067,5,55,55,49,55,"not relevant","all","all","all"
"10.1145/3544548.3580825","between",0.683008068494004,0.707106781186548,0.247571491162514,0.326550164355016,13,15,15,15,15,"not relevant","all","all","all"
"10.1145/3544548.3580826","between",0.394369010705389,0.5,0.191597560247722,0.014680633085267,3,352.5,506,506,506,"not relevant","all","all","all"
"10.1145/3544548.3580826","within",0.1148853311528,0.0948683298050514,0.0346704633494752,0,3,352.5,506,506,506,"not relevant","all","all","all"
"10.1145/3544548.3580827","between",0.61,0.61,0.0282842712474619,0.029652,2,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580830","within",0.562478491832747,0.660302960768767,0.172880316779609,0.0483457590064873,7,30,30,30,30,"not relevant","all","all","all"
"10.1145/3544548.3580840","within",0.304654555702239,0.252262882576946,0.300834664344887,0.249078056127026,21,10,10,10,10,"not relevant","all","all","all"
"10.1145/3544548.3580849","between",0.531903194095162,0.58309518948453,0.24638848075618,0.264617592745619,25,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580860","within",0.260450849718747,0.201803398874989,0.157988624837477,0.0471517191720594,8,352.5,971,971,971,"not relevant","all","all","all"
"10.1145/3544548.3580862","between",0.359165699921359,0.359165699921359,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3580863","between",0.150666666666667,0.145,0.00981495457622365,0,3,214,214,214,214,"not relevant","all","all","all"
"10.1145/3544548.3580870","between",0.343531690636985,0.343531690636985,0.17598850830719,0.184498699035531,2,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3580870","within",0.61904547506822,0.587477116613995,0.27455667723215,0.322687422354582,14,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3580877","between",0.319895788082818,0.289791576165636,0.326938699181509,0.355514990823172,4,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3580877","within",0.440380195367492,0.469041575982343,0.122807183870132,0.156287817424307,5,9,9,9,9,"not relevant","all","all","all"
"10.1145/3544548.3580891","within",0.589285793124192,0.527,0.120643601407001,0.115569062933053,9,24,24,15,24,"not relevant","all","all","all"
"10.1145/3544548.3580906","within",0.261086398556991,0.0935302791897502,0.341334374291716,0.133229274174949,8,85,85,85,85,"not relevant","all","all","all"
"10.1145/3544548.3580913","between",0.352486529594806,0.367082869338697,0.176748140648705,0.092116954136153,12,49,49,49,49,"not relevant","all","all","all"
"10.1145/3544548.3580917","within",0.480725322951227,0.4,0.238844147125625,0.250870714613815,24,29,32,17,29,"not relevant","all","all","all"
"10.1145/3544548.3580918","between",0.496799030987007,0.513809303146605,0.254200318278767,0.338414864057988,3,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3580919","within",0.361595190167801,0.284426994942187,0.26088521244974,0.208056046181034,14,69,69,69,69,"not relevant","all","all","all"
"10.1145/3544548.3580927","within",0.58510556625483,0.547722557505166,0.128363602732325,0.101023482110815,3,14,14,14,14,"not relevant","all","all","all"
"10.1145/3544548.3580928","between",0.48025,0.56,0.320400140449407,0.2357334,4,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3580928","within",0.764727443967919,0.854826345835031,0.243783354088731,0.174648698727726,6,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3580929","between",0.594705658479919,0.543861447634927,0.139650390959735,0.132806675490751,23,11,11,11,11,"not relevant","all","all","all"
"10.1145/3544548.3580944","between",0.38760217937112,0.374165738677394,0.0337535466970672,0,2,67.5,97,38,67.5,"not relevant","all","all","all"
"10.1145/3544548.3580944","within",0.217767478454491,0.156283079100387,0.161936109199875,0.0548831624890727,11,97,97,38,97,"not relevant","all","all","all"
"10.1145/3544548.3580953","between",0.361099886808851,0.412310562561766,0.178909445483724,0.191949034539204,5,209,209,209,209,"not relevant","all","all","all"
"10.1145/3544548.3580966","within",0.324643777957734,0.3,0.153734766434444,0.096369,16,19,19,19,19,"not relevant","all","all","all"
"10.1145/3544548.3580968","between",0.262947781251162,0.251176786036503,0.16042231317599,0.200645418415008,15,352.5,882,882,882,"not relevant","all","all","all"
"10.1145/3544548.3580973","within",0.258539775419571,0.201423138648007,0.144802162937108,0.0329536776079032,6,25,25,25,25,"not relevant","all","all","all"
"10.1145/3544548.3580982","between",0.233098635889563,0.223606797749979,0.130695380304857,0.121848135586683,5,240,240,240,240,"not relevant","all","all","all"
"10.1145/3544548.3580990","between",0.305,0.3,0.109087121146357,0.111195,4,352.5,2.89e+08,2.89e+08,2.89e+08,"not relevant","all","all","all"
"10.1145/3544548.3580993","between",0.242625254826121,0.23,0.182193583595293,0.188304421420998,13,87,87,87,87,"not relevant","all","all","all"
"10.1145/3544548.3581004","between",0.41372949409449,0.372824625548764,0.219556095175601,0.210177979406792,82,66,66,66,66,"not relevant","all","all","all"
"10.1145/3544548.3581009","within",0.564324518957294,0.581985819615518,0.261526347119218,0.293365815740459,14,16,16,16,16,"not relevant","all","all","all"
"10.1145/3544548.3581021","between",0.455830725625202,0.501685243337457,0.114080265422161,0.1182883933487,14,54,54,54,54,"not relevant","all","all","all"
"10.1145/3544548.3581022","between",0.532138774653194,0.484,0.0888912163877365,0.0370649999999999,11,21,21,21,21,"not relevant","all","all","all"
"10.1145/3544548.3581022","within",0.38229087213403,0.371483512420134,0.105351252332343,0.0842722560249713,14,16,21,11,16,"not relevant","all","all","all"
"10.1145/3544548.3581023","within",0.813402449882769,0.891006524188368,0.225221724565684,0.125887918488712,61,60,60,60,60,"not relevant","all","all","all"
"10.1145/3544548.3581025","between",0.412950042352713,0.381208607624131,0.24763515192598,0.268659881663537,11,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581028","between",0.228880602574435,0.226725382990828,0.149230794470386,0.194463377990234,8,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581028","within",0.565801234568591,0.578791845139511,0.261758681698535,0.310224690426722,16,20,24,16,20,"not relevant","all","all","all"
"10.1145/3544548.3581029","between",0.6016,0.624,0.209924510241182,0.1467774,5,90,90,90,90,"not relevant","all","all","all"
"10.1145/3544548.3581036","between",0.414879262236163,0.282320184400751,0.355023959815051,0.27693568340213,14,348,348,348,348,"not relevant","all","all","all"
"10.1145/3544548.3581042","within",0.466456222472139,0.465832587954085,0.0992998074959092,0.103189453455101,11,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581050","within",0.578719562481418,0.565685424949238,0.247035214597836,0.264476700121028,17,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3581059","within",0.602857142857143,0.63,0.0628603895265418,0,21,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3581061","between",0.445789766617432,0.463649572738963,0.129188168618958,0.0969861897053358,16,186,186,186,186,"not relevant","all","all","all"
"10.1145/3544548.3581063","between",0.481130442566118,0.387298334620742,0.244821593018553,0.105369225012148,14,30,30,30,30,"not relevant","all","all","all"
"10.1145/3544548.3581063","within",0.470079344319123,0.44,0.187557533033361,0.186295823713659,24,30,30,30,30,"not relevant","all","all","all"
"10.1145/3544548.3581065","within",0.46690470119715,0.46690470119715,NA,0,1,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581066","between",0.197509364107407,0.119954967127636,0.186910244864383,0.0891710174272375,14,120,120,120,120,"not relevant","all","all","all"
"10.1145/3544548.3581069","between",0.529846398528043,0.537587202228624,0.166778401236927,0.185735145970084,29,13,13,11,13,"not relevant","all","all","all"
"10.1145/3544548.3581074","between",0.536766666666667,0.504,0.304698388637773,0.3795456,15,44,65,30,44,"not relevant","all","all","all"
"10.1145/3544548.3581078","between",0.396021226743632,0.327575568604796,0.28190603097446,0.228029917616679,96,352.5,721,721,721,"not relevant","all","all","all"
"10.1145/3544548.3581087","within",0.247077356277534,0.202575105480774,0.199311847152854,0.215696082304767,6,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3581100","within",0.295046319006622,0.270210636205135,0.128440172216831,0.150161160797813,6,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3581108","between",0.353726051812207,0.353726051812207,NA,0,1,352.5,3740,3740,3740,"not relevant","all","all","all"
"10.1145/3544548.3581108","within",0.237059020195553,0.237059020195553,NA,0,1,352.5,3740,3740,3740,"not relevant","all","all","all"
"10.1145/3544548.3581117","between",0.196211650579089,0.223606797749979,0.0474497867808077,0,3,352.5,395,395,395,"not relevant","all","all","all"
"10.1145/3544548.3581119","within",0.0889262712146295,0.0913304760097621,0.0453448753129787,0.0428140436117469,4,51,51,51,51,"not relevant","all","all","all"
"10.1145/3544548.3581120","between",0.945110956119787,0.945110956119787,0.0133867546226887,0.0140340914071663,2,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581121","between",0.323204638939647,0.282842712474619,0.176690168144212,0.135395518648234,7,18,18,12,18,"not relevant","all","all","all"
"10.1145/3544548.3581123","between",0.147177712219101,0.2,0.1260068178932,0.0653692638612775,4,253.5,341,166,253.5,"not relevant","all","all","all"
"10.1145/3544548.3581135","within",0.432031843617015,0.432031843617015,0.0818350304073168,0.0857922871834821,2,88,88,88,88,"not relevant","all","all","all"
"10.1145/3544548.3581139","within",0.509901951359279,0.509901951359279,NA,0,1,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3581150","between",0.334863636363636,0.2865,0.173662588962605,0.0837669,22,352.5,400,400,400,"not relevant","all","all","all"
"10.1145/3544548.3581153","within",0.502634148465902,0.58309518948453,0.147304585790623,0.0963376880161851,5,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581159","within",0.73,0.71,0.0703562363973514,0.0741300000000001,5,23,23,23,23,"not relevant","all","all","all"
"10.1145/3544548.3581161","between",0.575581261919464,0.678232998312527,0.144508697520244,0,5,267,267,267,267,"not relevant","all","all","all"
"10.1145/3544548.3581162","within",0.44,0.44,NA,0,1,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581166","between",0.816700679563817,0.816700679563817,NA,0,1,15,15,15,15,"not relevant","all","all","all"
"10.1145/3544548.3581172","within",0.499337833516642,0.512235960915746,0.14511463965016,0.152561506114074,8,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3581178","between",0.222783405309168,0.191980959169769,0.154883249324491,0.155672657986208,15,47,47,47,47,"not relevant","all","all","all"
"10.1145/3544548.3581178","within",0.339261684838243,0.332846845482768,0.193181013105873,0.157470677024865,4,47,47,17,47,"not relevant","all","all","all"
"10.1145/3544548.3581179","within",0.317541666666667,0.3,0.178942158529763,0.207564,48,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3581181","within",0.157288904197828,0.140732837486765,0.0318875912565362,0.0194400222333706,14,352.5,456,456,456,"not relevant","all","all","all"
"10.1145/3544548.3581182","within",0.599459709345856,0.63121418577995,0.130654534921742,0.123018896432487,12,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581189","within",0.288949371489784,0.237522998836916,0.277749742541688,0.164795846523534,26,13,26,13,13,"not relevant","all","all","all"
"10.1145/3544548.3581192","within",0.435238095238095,0.49,0.272736705880348,0.355824,6,14,20,8,14,"not relevant","all","all","all"
"10.1145/3544548.3581196","between",0.257217123426011,0.254000986305943,0.0391364296693288,0.0331059371962076,4,352.5,1506,1506,1506,"not relevant","all","all","all"
"10.1145/3544548.3581196","within",0.129485816516367,0.129485816516367,0.0132605035862883,0.0139017353107835,2,352.5,1506,1506,1506,"not relevant","all","all","all"
"10.1145/3544548.3581200","within",0.450844961175027,0.458257569495584,0.130376402794046,0.16582496707383,27,211,211,211,211,"not relevant","all","all","all"
"10.1145/3544548.3581212","between",0.299109967221409,0.324037034920393,0.0978482125118966,0.102244492027025,25,128,128,128,128,"not relevant","all","all","all"
"10.1145/3544548.3581213","within",0.454566690156869,0.360555127546399,0.275813993562041,0.203039593756172,14,30,40,20,30,"not relevant","all","all","all"
"10.1145/3544548.3581218","between",0.282492947057854,0.273129944326726,0.110977048825923,0.0581063380617855,30,299,299,299,299,"not relevant","all","all","all"
"10.1145/3544548.3581224","between",0.382,0.44,0.203273215156351,0.29652,5,41,41,41,41,"not relevant","all","all","all"
"10.1145/3544548.3581231","between",0.428856853619699,0.415770418774468,0.256215619055973,0.359180873748943,10,181,181,181,181,"not relevant","all","all","all"
"10.1145/3544548.3581244","between",0.272874463997402,0.272874463997402,0,0,2,109,109,109,109,"not relevant","all","all","all"
"10.1145/3544548.3581246","between",0.503333333333333,0.49,0.0907377172587746,0.103782,3,36,36,36,36,"not relevant","all","all","all"
"10.1145/3544548.3581247","between",0.340321158849319,0.316227766016838,0.11457262347228,0.0765801965181278,5,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581252","within",0.243337948485785,0.209018068301424,0.0672763646980463,0.0468026715985357,5,238,238,238,238,"not relevant","all","all","all"
"10.1145/3544548.3581259","within",0.620227084980852,0.587228132326902,0.174169799352467,0.183217572445077,20,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581282","between",0.126491106406735,0.126491106406735,NA,0,1,78,78,78,78,"not relevant","all","all","all"
"10.1145/3544548.3581283","within",0.235251965762262,0.235251965762262,0,0,2,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581288","within",0.839709594915931,0.895,0.194898320791505,0.066717,6,27,27,27,27,"not relevant","all","all","all"
"10.1145/3544548.3581293","within",0.97138297926408,0.968468773249303,0.0148372322683509,0.0134059352299107,4,10,10,10,10,"not relevant","all","all","all"
"10.1145/3544548.3581295","within",0.235871293109756,0.235871293109756,0.102034024571676,0.106968034287637,2,8,8,8,8,"not relevant","all","all","all"
"10.1145/3544548.3581307","between",0.21,0.21,0.15556349186104,0.163086,2,352.5,1050,1050,1050,"not relevant","all","all","all"
"10.1145/3544548.3581310","within",0.676737210232263,0.676737210232263,0.00731413522629699,0.00766782130720868,2,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581319","within",0.712039324756716,0.712039324756716,NA,0,1,69,69,69,69,"not relevant","all","all","all"
"10.1145/3544548.3581322","within",0.505477328540627,0.549350694369885,0.301726816706712,0.375093589651753,16,16,16,16,16,"not relevant","all","all","all"
"10.1145/3544548.3581330","between",0.544500638246559,0.579359534803231,0.112076499041496,0.0681277259289273,6,331,331,331,331,"not relevant","all","all","all"
