"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3411764.3445526","between",0.519615242270663,0.519615242270663,NA,0,1,22,22,22,22,"topic_1","user studies","human centered computing","empirical studies in hci"
"10.1145/3411764.3445526","between",0.519615242270663,0.519615242270663,NA,0,1,22,22,22,22,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445526","between",0.519615242270663,0.519615242270663,NA,0,1,22,22,22,22,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3411764.3445526","between",0.519615242270663,0.519615242270663,NA,0,1,22,22,22,22,"topic_4","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445526","within",0.721259872108362,0.74589561743498,0.1965937630022,0.236061876833751,10,15,15,15,15,"topic_1","user studies","human centered computing","empirical studies in hci"
"10.1145/3411764.3445526","within",0.721259872108362,0.74589561743498,0.1965937630022,0.236061876833751,10,15,15,15,15,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445526","within",0.721259872108362,0.74589561743498,0.1965937630022,0.236061876833751,10,15,15,15,15,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3411764.3445526","within",0.721259872108362,0.74589561743498,0.1965937630022,0.236061876833751,10,15,15,15,15,"topic_4","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445528","within",0.1,0.087,0.0292048468053349,0.00444779999999998,14,16,16,16,16,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445528","within",0.1,0.087,0.0292048468053349,0.00444779999999998,14,16,16,16,16,"topic_3","virtual reality","human centered computing","virtual reality"
"10.1145/3411764.3445528","within",0.1,0.087,0.0292048468053349,0.00444779999999998,14,16,16,16,16,"topic_4","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445528","within",0.1,0.087,0.0292048468053349,0.00444779999999998,14,16,16,16,16,"topic_5","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445532","within",0.595833333333333,0.6,0.0903989474328639,0.051891,12,20,20,20,20,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3411764.3445532","within",0.595833333333333,0.6,0.0903989474328639,0.051891,12,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445532","within",0.595833333333333,0.6,0.0903989474328639,0.051891,12,20,20,20,20,"topic_3","user studies","human centered computing","empirical studies in hci"
"10.1145/3411764.3445545","within",1.21694331502313,1.23010563708716,0.0366946298571099,0.0224402611943498,3,27,27,27,27,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3411764.3445545","within",1.21694331502313,1.23010563708716,0.0366946298571099,0.0224402611943498,3,27,27,27,27,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3411764.3445545","within",1.21694331502313,1.23010563708716,0.0366946298571099,0.0224402611943498,3,27,27,27,27,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445545","within",1.21694331502313,1.23010563708716,0.0366946298571099,0.0224402611943498,3,27,27,27,27,"topic_5","applied computing","applied computing","applied computing"
"10.1145/3411764.3445552","between",0.928816451189362,0.928816451189362,NA,0,1,10,10,10,10,"topic_1","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3411764.3445552","between",0.928816451189362,0.928816451189362,NA,0,1,10,10,10,10,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445552","within",0.600583519665149,0.607368661477403,0.191697526838305,0.231700971442417,4,10,10,10,10,"topic_1","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3411764.3445552","within",0.600583519665149,0.607368661477403,0.191697526838305,0.231700971442417,4,10,10,10,10,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445562","between",0.199073843317885,0.200647936405475,0.033467587497878,0.0409971609207221,4,330.25,466,308,387,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3411764.3445562","between",0.199073843317885,0.200647936405475,0.033467587497878,0.0409971609207221,4,330.25,466,308,387,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445562","between",0.199073843317885,0.200647936405475,0.033467587497878,0.0409971609207221,4,330.25,466,308,387,"topic_3","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445562","within",0.257529154784177,0.257529154784177,0.0631911313496156,0.0662468341639505,2,301,301,301,301,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3411764.3445562","within",0.257529154784177,0.257529154784177,0.0631911313496156,0.0662468341639505,2,301,301,301,301,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445562","within",0.257529154784177,0.257529154784177,0.0631911313496156,0.0662468341639505,2,301,301,301,301,"topic_3","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445569","between",0.0840219022366547,0.0836660026534076,0.0483703600712654,0.0449991929912564,96,352.5,1349,1349,1349,"topic_1","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445569","between",0.0840219022366547,0.0836660026534076,0.0483703600712654,0.0449991929912564,96,352.5,1349,1349,1349,"topic_2","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445574","between",0.2225,0.225,0.0906917857360853,0.111195,4,153,153,153,153,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445574","between",0.2225,0.225,0.0906917857360853,0.111195,4,153,153,153,153,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445574","within",0.285668302083867,0.249067491625494,0.119844078011451,0.0899569275806934,3,153,153,153,153,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445574","within",0.285668302083867,0.249067491625494,0.119844078011451,0.0899569275806934,3,153,153,153,153,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445580","within",0.703605620725198,0.728010988928052,0.154290014993874,0.140109413310003,11,20,20,20,20,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445580","within",0.703605620725198,0.728010988928052,0.154290014993874,0.140109413310003,11,20,20,20,20,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3411764.3445580","within",0.703605620725198,0.728010988928052,0.154290014993874,0.140109413310003,11,20,20,20,20,"topic_4","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3411764.3445644","between",0.575325994545701,0.575325994545701,NA,0,1,18,18,18,18,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445645","between",0.221433001939602,0.069744590961562,0.33579527648589,0.0563454838396831,36,352.5,551,376,376,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3411764.3445645","between",0.221433001939602,0.069744590961562,0.33579527648589,0.0563454838396831,36,352.5,551,376,376,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3411764.3445645","between",0.221433001939602,0.069744590961562,0.33579527648589,0.0563454838396831,36,352.5,551,376,376,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445645","between",0.221433001939602,0.069744590961562,0.33579527648589,0.0563454838396831,36,352.5,551,376,376,"topic_6","applied computing","applied computing","applied computing"
"10.1145/3411764.3445645","between",0.221433001939602,0.069744590961562,0.33579527648589,0.0563454838396831,36,352.5,551,376,376,"topic_7","computing methodologies","computing methodologies","computing methodologies"
"10.1145/3411764.3445649","within",0.83,0.83,0,0,2,7.5,8,7,7.5,"topic_1","mixed / augmented reality","human centered computing","mixed / augmented reality"
"10.1145/3411764.3445649","within",0.83,0.83,0,0,2,7.5,8,7,7.5,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445658","between",0.159258782826236,0.146539432559171,0.103550852458845,0.0856174043872933,20,330,330,330,330,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3411764.3445658","between",0.159258782826236,0.146539432559171,0.103550852458845,0.0856174043872933,20,330,330,330,330,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445658","between",0.159258782826236,0.146539432559171,0.103550852458845,0.0856174043872933,20,330,330,330,330,"topic_3","interaction design","human centered computing","interaction design"
"10.1145/3411764.3445658","between",0.159258782826236,0.146539432559171,0.103550852458845,0.0856174043872933,20,330,330,330,330,"topic_4","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445658","between",0.159258782826236,0.146539432559171,0.103550852458845,0.0856174043872933,20,330,330,330,330,"topic_5","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445672","within",0.183783238409857,0.114669259648296,0.134036210986722,0.0241052970271796,3,352.5,1132,1132,1132,"topic_1","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3411764.3445672","within",0.183783238409857,0.114669259648296,0.134036210986722,0.0241052970271796,3,352.5,1132,1132,1132,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445672","within",0.183783238409857,0.114669259648296,0.134036210986722,0.0241052970271796,3,352.5,1132,1132,1132,"topic_3","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445672","within",0.183783238409857,0.114669259648296,0.134036210986722,0.0241052970271796,3,352.5,1132,1132,1132,"topic_4","security and privacy","security and privacy","security and privacy"
"10.1145/3411764.3445696","between",0.6325,0.645,0.051234753829798,0.029652,4,352.5,1690,1690,1690,"topic_1","human computer interaction (hci)","human centered computing","human computer interaction (hci)"
"10.1145/3411764.3445696","between",0.6325,0.645,0.051234753829798,0.029652,4,352.5,1690,1690,1690,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445696","between",0.6325,0.645,0.051234753829798,0.029652,4,352.5,1690,1690,1690,"topic_3","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3411764.3445696","between",0.6325,0.645,0.051234753829798,0.029652,4,352.5,1690,1690,1690,"topic_4","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3411764.3445697","within",0.734123856589692,0.777810818416074,0.201585098429954,0.190174181554918,22,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3411764.3445697","within",0.734123856589692,0.777810818416074,0.201585098429954,0.190174181554918,22,40,40,40,40,"topic_3","virtual reality","human centered computing","virtual reality"
"10.1145/3411764.3445697","within",0.734123856589692,0.777810818416074,0.201585098429954,0.190174181554918,22,40,40,40,40,"topic_4","mixed / augmented reality","human centered computing","mixed / augmented reality"
