"","doi","topics","test_id","test_name","N","test_p_value","factor","effectsize_id","effectsize_measure","effectsize_value","CI_upper","CI_lower","CI_type","year","testnames_unified","is_rm","of_interest","effectsize_measure_unified","specifiers","to_manipulate","N_found","test_p_value_found","effectsize_measure_found","effectsize_value_found","CI_upper_found","CI_lower_found","CI_type_found","is_valid","converted_r_es","manual_is_found_es","N_found_manual","N_num"
"6547","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",6,"linear mixed effect model on nasa-tlx scores","30","< .001","Motion type",1,"f^2",0.17,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.381181249931244,NA,NA,30
"6548","10.1145/3544548.3581063","human computer interaction (hci);human-centered computing",6,"linear mixed effect model on nasa-tlx scores","30","< .001","Cognitive demand",1,"f^2",1.86,"UNKNOWN","UNKNOWN","UNKNOWN",2023,"regression (different)","RM","checked_test","f_squared",NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.806442589617916,NA,NA,30
"6549","10.1145/3491102.3517671","virtual reality;human-centered computing",3,"welch's t-test","48","<.001","linear restricted vs. linear weighted",2,"Cohen's δ",0.567,"0.855","0.282","95%CI",2022,"t-test","unclear","checked_test","cohens_d",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.346393771130191,NA,NA,48
"6550","10.1145/3491102.3517671","virtual reality;human-centered computing",4,"welch's t-test","48","<.001","linear restricted vs. linear equal weight",2,"Cohen's δ",-0.6,"-0.313","-0.890","95%CI",2022,"t-test","unclear","checked_test","cohens_d",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.364931814669259,NA,NA,48
"6551","10.1145/3544548.3580688","empirical studies in hci;human-centered computing",1,"one-sample t-test on d' values","155","0.013","d'",1,"d'",-0.15,"UNKNOWN","UNKNOWN","95% CI",2023,"one-sample t-test","not_applicable","checked_test","cohens_d",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0949832342668755,NA,NA,155
"6552","10.1145/3411764.3445245","computer games;applied computing;user studies;human-centered computing",10,"correlation (comparative rifle performance - accuracy)","43","UNKNOWN","",1,"R",0.21,"UNKNOWN","UNKNOWN","95% CI",2021,"correlation (unspecified)","not_RM","checked_test","pearsons_r",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.21,NA,NA,43
"6553","10.1145/3411764.3445245","computer games;applied computing;user studies;human-centered computing",11,"correlation (comparative rifle performance - score)","43","UNKNOWN","",1,"R",0.86,"UNKNOWN","UNKNOWN","95% CI",2021,"correlation (unspecified)","not_RM","checked_test","pearsons_r",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.86,NA,NA,43
"6554","10.1145/3290605.3300256","social content sharing;human-centered computing",5,"pearson's chi-squared test","1515","< 0.001","Age",1,"V",0.21,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3024,NA,NA,1515
"6555","10.1145/3290605.3300256","social content sharing;human-centered computing",6,"pearson's chi-squared test","1515","0.03","Age",1,"V",0.1,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.144,NA,NA,1515
"6556","10.1145/3290605.3300256","social content sharing;human-centered computing",7,"pearson's chi-squared test","1515","0.03","Age",1,"V",0.1,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.144,NA,NA,1515
"6557","10.1145/3290605.3300256","social content sharing;human-centered computing",14,"pearson's chi-squared test","UNKNOWN","< 0.001","Location",1,"V",0.38,"UNKNOWN","UNKNOWN","UNKNOWN",2019,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5472,NA,NA,NA
"6558","10.1145/3313831.3376788","human computer interaction (hci);human-centered computing;user studies",2,"pearson chi-square test","30",".254","",1,"V",0.066,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.09504,NA,NA,30
"6559","10.1145/3313831.3376788","human computer interaction (hci);human-centered computing;user studies",5,"pearson chi-square test","30",".513","",1,"V",0.042,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.06048,NA,NA,30
"6560","10.1145/3313831.3376788","human computer interaction (hci);human-centered computing;user studies",12,"pearson chi-square test","30",".334","",1,"V",0.079,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.11376,NA,NA,30
"6561","10.1145/3313831.3376788","human computer interaction (hci);human-centered computing;user studies",15,"pearson chi-square test","30",".248","",1,"V",0.256,"UNKNOWN","UNKNOWN","UNKNOWN",2020,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.36864,NA,NA,30
"6562","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",2,"pearson's chi-squared test","1109","< 0.001","conditions",1,"V",0.34,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4896,NA,NA,1109
"6563","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",3,"fisher's exact test","1109","< 0.001","conditions",1,"V",0.48,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"fisher's exact test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.6912,NA,NA,1109
"6564","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",11,"pearson's chi-squared test","1109","< 0.001","conditions",1,"V",0.14,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2016,NA,NA,1109
"6565","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",12,"pearson's chi-squared test","1109","< 0.001","conditions",1,"V",0.18,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2592,NA,NA,1109
"6566","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",13,"pearson's chi-squared test","1109","< 0.001","conditions",1,"V",0.23,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.3312,NA,NA,1109
"6567","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",15,"pearson's chi-squared test","1109","< 0.001","age",1,"V",0.16,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.2304,NA,NA,1109
"6568","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",16,"pearson's chi-squared test","1109","0.001","age",1,"V",0.11,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.1584,NA,NA,1109
"6569","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",18,"pearson's chi-squared test","1109","< 0.001","gender",1,"V",0.2,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.288,NA,NA,1109
"6570","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",19,"pearson's chi-squared test","1109","0.002","gender",1,"V",0.1,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.144,NA,NA,1109
"6571","10.1145/3491102.3501985","usability in security and privacy;security and privacy;social and professional topics;empirical studies in hci;human-centered computing",21,"pearson's chi-squared test","1109","0.001","conditions",1,"V",0.28,"UNKNOWN","UNKNOWN","UNKNOWN",2022,"chi squared test","not_RM","checked_test","cramers_v",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.4032,NA,NA,1109
"6572","10.1145/3411764.3445488","empirical studies in hci;human-centered computing",1,"kendall's tau correlation","2768","<.001","Education Level",1,"rτ",0.46,"UNKNOWN","UNKNOWN","95% CI",2021,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.667924983976888,NA,NA,2768
"6573","10.1145/3411764.3445488","empirical studies in hci;human-centered computing",2,"kendall's tau correlation","93","<.001","Educated",1,"rτ",0.46,".593",".341","95% CI",2021,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.667924983976888,NA,NA,93
"6574","10.1145/3411764.3445488","empirical studies in hci;human-centered computing",3,"kendall's tau correlation","91","<.001","Industrialized",1,"rτ",0.5,".624",".397","95% CI",2021,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.714177848998413,NA,NA,91
"6575","10.1145/3411764.3445488","empirical studies in hci;human-centered computing",4,"kendall's tau correlation","90","<.001","Rich",1,"rτ",0.5,".623",".386","95% CI",2021,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.714177848998413,NA,NA,90
"6576","10.1145/3411764.3445488","empirical studies in hci;human-centered computing",5,"kendall's tau correlation","93","<.001","Democratic",1,"rτ",0.5,".619",".381","95% CI",2021,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.714177848998413,NA,NA,93
"6577","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",4,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","A crime needs to be serious to justify a search warrant for someone's phone.",1,"rτ",0.22,".28",".15","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.342125299447744,NA,NA,400
"6578","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",5,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","Care should be taken when disclosing information about other people.",1,"rτ",0.45,".50",".40","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.655942528813485,NA,NA,400
"6579","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",6,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","Everyone has a right to keep their information private.",1,"rτ",0.36,".42",".30","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.541185062928787,NA,NA,400
"6580","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",7,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","For safety reasons, CCTV is necessary, even when it invades other people's privacy.",1,"rτ",0.03,".09","-.04","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0475775152167391,NA,NA,400
"6581","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",8,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","I don't like that some apps on my smartphone require access to my contacts.",1,"rτ",0.3,".36",".24","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.458530404736942,NA,NA,400
"6582","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",9,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","Most of the time when using technologies, it is unavoidable to violate someone's privacy.",1,"rτ",0.24,".30",".18","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.371805798211525,NA,NA,400
"6583","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",10,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","Other people's need for privacy should be considered when disclosing information about them.",1,"rτ",0.47,".52",".41","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.679742638644871,NA,NA,400
"6584","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",11,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","People using wearable cameras in public places put other people's privacy at risk.",1,"rτ",0.31,".37",".25","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.472609112403179,NA,NA,400
"6585","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",12,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","Sharing pictures of babies does not need the consent of their parents even when it is required by law.",1,"rτ",0.29,".35",".23","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.444338561554474,NA,NA,400
"6586","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",13,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","When other people give me their phone number, I can use it for any purpose.",1,"rτ",0.41,".46",".35","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.606424427579143,NA,NA,400
"6587","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",14,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","When someone shares their picture, they have lost their right to keep it private.",1,"rτ",0.25,".31",".19","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.386510266688741,NA,NA,400
"6588","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",15,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","I own information I obtain about others.",1,"rτ",0.3,".35",".23","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.458530404736942,NA,NA,400
"6589","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",16,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","I have been accused of violating someone else's privacy.",1,"rτ",0.34,".40",".28","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.514131829907875,NA,NA,400
"6590","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",17,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","People have been angry at me, because I have shared their information without consent.",1,"rτ",0.31,".37",".25","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.472609112403179,NA,NA,400
"6591","10.1145/3544548.3581496","economics of security and privacy;security and privacy;privacy protections;social aspects of security and privacy",18,"ordered correlation analyses (kendall's tau)","400","UNKNOWN","I have asked people for permission before taking their photograph.",1,"rτ",0.39,".44",".33","95% CI",2023,"kendall's tau","not_RM","checked_test","kendalls_tau",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.580755304563711,NA,NA,400
"6592","10.1145/3290605.3300752","user studies;human-centered computing;virtual reality",4,"pearson correlation","UNKNOWN","0.008","",1,"cor",0.35,"0.56","0.094","95%",2019,"pearson correlation","not_RM","checked_test","pearsons_r",NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.35,NA,NA,NA
